facility_id,name,source_system,station_code,facility_type,latitude,longitude,physical_address_formatted,physical_address_line1,physical_address_line2,physical_address_city,physical_address_state,physical_address_postal_code,physical_address_country,physical_address_source,physical_address_confidence,public_phone,website_url
nca_120,Allegheny Cemetery Soldiers' Lot,discoverva_va_locator_facility_list,120,va_cemetery,40.4744345,,"Pittsburgh, PA",,,Pittsburgh,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_121,Ashland Cemetery Soldiers' Lot,discoverva_va_locator_facility_list,121,va_cemetery,40.1999354,,"Carlisle, PA",,,Carlisle,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_122,Forest Home Cemetery Soldiers' Lot,discoverva_va_locator_facility_list,122,va_cemetery,43.0018755,,"Milwaukee, WI",,,Milwaukee,WI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_123,Forest Hill Cemetery Soldiers' Lot,discoverva_va_locator_facility_list,123,va_cemetery,43.0657552,,"Madison, WI",,,Madison,WI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_800,Alton National Cemetery,discoverva_va_locator_facility_list,800,va_cemetery,38.8905167,,"Alton, IL",,,Alton,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_801,Annapolis National Cemetery,discoverva_va_locator_facility_list,801,va_cemetery,38.9765256,,"Annapolis, MD",,,Annapolis,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_802,Baltimore National Cemetery,discoverva_va_locator_facility_list,802,va_cemetery,39.2784415,,"Baltimore, MD",,,Baltimore,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_803,Bath National Cemetery,discoverva_va_locator_facility_list,803,va_cemetery,42.3472515,,"Bath, NY",,,Bath,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_804,Beverly National Cemetery,discoverva_va_locator_facility_list,804,va_cemetery,40.0537261,,"Beverly, NJ",,,Beverly,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_805,Calverton National Cemetery,discoverva_va_locator_facility_list,805,va_cemetery,40.9230295,,"Calverton, NY",,,Calverton,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_806,Camp Butler National Cemetery,discoverva_va_locator_facility_list,806,va_cemetery,39.8318442,,"Springfield, IL",,,Springfield,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_807,Crown Hill National Cemetery,discoverva_va_locator_facility_list,807,va_cemetery,39.824635,,"Indianapolis, IN",,,Indianapolis,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_808,Cypress Hills National Cemetery,discoverva_va_locator_facility_list,808,va_cemetery,40.6859545,,"Brooklyn, NY",,,Brooklyn,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_809,Danville National Cemetery,discoverva_va_locator_facility_list,809,va_cemetery,40.1271172,,"Danville, IL",,,Danville,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_810,Dayton National Cemetery,discoverva_va_locator_facility_list,810,va_cemetery,39.7482822,,"Dayton, OH",,,Dayton,OH,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_811,Finn's Point National Cemetery,discoverva_va_locator_facility_list,811,va_cemetery,39.6103333,,"Pennsville, NJ",,,Pennsville,NJ,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_812,Grafton National Cemetery,discoverva_va_locator_facility_list,812,va_cemetery,39.3361282,,"Grafton, WV",,,Grafton,WV,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_813,Indiantown Gap National Cemetery,discoverva_va_locator_facility_list,813,va_cemetery,40.4198112,,"Annville, PA",,,Annville,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_814,Keokuk National Cemetery,discoverva_va_locator_facility_list,814,va_cemetery,40.3987678,,"Keokuk, IA",,,Keokuk,IA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_815,Long Island National Cemetery,discoverva_va_locator_facility_list,815,va_cemetery,40.7505637,,"Farmingdale, NY",,,Farmingdale,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_816,Loudon Park National Cemetery,discoverva_va_locator_facility_list,816,va_cemetery,39.2812904,,"Baltimore, MD",,,Baltimore,MD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_817,Marion National Cemetery,discoverva_va_locator_facility_list,817,va_cemetery,40.5238124,,"Marion, IN",,,Marion,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_818,Massachusetts National Cemetery,discoverva_va_locator_facility_list,818,va_cemetery,41.6756266,,"Bourne, MA",,,Bourne,MA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_819,Philadelphia National Cemetery,discoverva_va_locator_facility_list,819,va_cemetery,40.0586589,,"Philadelphia, PA",,,Philadelphia,PA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_820,Quincy National Cemetery,discoverva_va_locator_facility_list,820,va_cemetery,39.9316814,,"Quincy, IL",,,Quincy,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_821,Rock Island National Cemetery,discoverva_va_locator_facility_list,821,va_cemetery,41.5149656,,"Rock Island, IL",,,Rock Island,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_822,Togus National Cemetery (East),discoverva_va_locator_facility_list,822,va_cemetery,44.2762961,,"Togus, ME",,,Togus,ME,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_823,Wood National Cemetery,discoverva_va_locator_facility_list,823,va_cemetery,43.0278683,,"Milwaukee, WI",,,Milwaukee,WI,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_824,Woodlawn National Cemetery,discoverva_va_locator_facility_list,824,va_cemetery,42.1110956,,"Elmira, NY",,,Elmira,NY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_825,Alexandria National Cemetery,discoverva_va_locator_facility_list,825,va_cemetery,31.3215576,,"Pineville, LA",,,Pineville,LA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_826,Alexandria National Cemetery,discoverva_va_locator_facility_list,826,va_cemetery,38.8017832,,"Alexandria, VA",,,Alexandria,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_827,Ball's Bluff National Cemetery,discoverva_va_locator_facility_list,827,va_cemetery,39.1318417,,"Leesburg, VA",,,Leesburg,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_828,Barrancas National Cemetery,discoverva_va_locator_facility_list,828,va_cemetery,30.3576903,,"Pensacola, FL",,,Pensacola,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_829,Baton Rouge National Cemetery,discoverva_va_locator_facility_list,829,va_cemetery,30.449361,,"Baton Rouge, LA",,,Baton Rouge,LA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_830,Bay Pines National Cemetery,discoverva_va_locator_facility_list,830,va_cemetery,27.8101209,,"St. Petersburg, FL",,,St. Petersburg,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_831,Beaufort National Cemetery,discoverva_va_locator_facility_list,831,va_cemetery,32.4398083,,"Beaufort, SC",,,Beaufort,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_832,Biloxi National Cemetery,discoverva_va_locator_facility_list,832,va_cemetery,30.4091016,,"Biloxi, MS",,,Biloxi,MS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_833,Camp Nelson National Cemetery,discoverva_va_locator_facility_list,833,va_cemetery,37.7875607,,"Nicholasville, KY",,,Nicholasville,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_834,Cave Hill National Cemetery,discoverva_va_locator_facility_list,834,va_cemetery,38.2484678,,"Louisville, KY",,,Louisville,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_835,Chattanooga National Cemetery,discoverva_va_locator_facility_list,835,va_cemetery,35.0334229,,"Chattanooga, TN",,,Chattanooga,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_836,City Point National Cemetery,discoverva_va_locator_facility_list,836,va_cemetery,37.305596,,"Hopewell, VA",,,Hopewell,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_837,Cold Harbor National Cemetery,discoverva_va_locator_facility_list,837,va_cemetery,37.5890924,,"Mechanicsville, VA",,,Mechanicsville,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_838,Corinth National Cemetery,discoverva_va_locator_facility_list,838,va_cemetery,34.9252225,,"Corinth, MS",,,Corinth,MS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_839,Culpeper National Cemetery,discoverva_va_locator_facility_list,839,va_cemetery,38.4705941,,"Culpeper, VA",,,Culpeper,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_840,Danville National Cemetery,discoverva_va_locator_facility_list,840,va_cemetery,37.6528934,,"Danville, KY",,,Danville,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_841,Danville National Cemetery,discoverva_va_locator_facility_list,841,va_cemetery,36.5773326,,"Danville, VA",,,Danville,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_842,Fayetteville National Cemetery,discoverva_va_locator_facility_list,842,va_cemetery,36.05347,,"Fayetteville, AR",,,Fayetteville,AR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_843,Florence National Cemetery,discoverva_va_locator_facility_list,843,va_cemetery,34.1841027,,"Florence, SC",,,Florence,SC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_844,Fort Gibson National Cemetery,discoverva_va_locator_facility_list,844,va_cemetery,35.8055933,,"Fort Gibson, OK",,,Fort Gibson,OK,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_845,Fort Harrison National Cemetery,discoverva_va_locator_facility_list,845,va_cemetery,37.4290426,,"Richmond, VA",,,Richmond,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_846,Fort Sam Houston National Cemetery,discoverva_va_locator_facility_list,846,va_cemetery,29.4768195,,"San Antonio, TX",,,San Antonio,TX,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_847,Fort Smith National Cemetery,discoverva_va_locator_facility_list,847,va_cemetery,35.3846933,,"Fort Smith, AR",,,Fort Smith,AR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_848,Glendale National Cemetery,discoverva_va_locator_facility_list,848,va_cemetery,37.436178,,"Richmond, VA",,,Richmond,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_849,Hampton National Cemetery,discoverva_va_locator_facility_list,849,va_cemetery,37.0204886,,"Hampton, VA",,,Hampton,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_850,Hampton National Cemetery (VAMC),discoverva_va_locator_facility_list,850,va_cemetery,37.0185094,,"Hampton, VA",,,Hampton,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_851,Houston National Cemetery,discoverva_va_locator_facility_list,851,va_cemetery,29.9335788,,"Houston, TX",,,Houston,TX,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_852,Jefferson Barracks National Cemetery,discoverva_va_locator_facility_list,852,va_cemetery,38.5014506,,"St. Louis, MO",,,St. Louis,MO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_853,Jefferson City National Cemetery,discoverva_va_locator_facility_list,853,va_cemetery,38.5669389,,"Jefferson City, MO",,,Jefferson City,MO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_854,Kerrville National Cemetery,discoverva_va_locator_facility_list,854,va_cemetery,30.0139991,,"Kerrville, TX",,,Kerrville,TX,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_855,Knoxville National Cemetery,discoverva_va_locator_facility_list,855,va_cemetery,35.9760621,,"Knoxville, TN",,,Knoxville,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_856,Lebanon National Cemetery,discoverva_va_locator_facility_list,856,va_cemetery,37.5529796,,"Lebanon, KY",,,Lebanon,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_857,Lexington National Cemetery,discoverva_va_locator_facility_list,857,va_cemetery,38.0579153,,"Lexington, KY",,,Lexington,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_858,Little Rock National Cemetery,discoverva_va_locator_facility_list,858,va_cemetery,34.7242505,,"Little Rock, AR",,,Little Rock,AR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_859,Marietta National Cemetery,discoverva_va_locator_facility_list,859,va_cemetery,33.9520794,,"Marietta, GA",,,Marietta,GA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_860,Memphis National Cemetery,discoverva_va_locator_facility_list,860,va_cemetery,35.1738958,,"Memphis, TN",,,Memphis,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_861,Mill Springs National Cemetery,discoverva_va_locator_facility_list,861,va_cemetery,37.0683486,,"Nancy, KY",,,Nancy,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_862,Mobile National Cemetery,discoverva_va_locator_facility_list,862,va_cemetery,30.6728616,,"Mobile, AL",,,Mobile,AL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_863,Mound City National Cemetery,discoverva_va_locator_facility_list,863,va_cemetery,37.0869224,,"Mound City, IL",,,Mound City,IL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_864,Mountain Home National Cemetery,discoverva_va_locator_facility_list,864,va_cemetery,36.3106644,,"Mountain Home, TN",,,Mountain Home,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_865,Nashville National Cemetery,discoverva_va_locator_facility_list,865,va_cemetery,36.2416737,,"Madison, TN",,,Madison,TN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_866,Natchez National Cemetery,discoverva_va_locator_facility_list,866,va_cemetery,31.5801627,,"Natchez, MS",,,Natchez,MS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_867,New Albany National Cemetery,discoverva_va_locator_facility_list,867,va_cemetery,38.2992425,,"New Albany, IN",,,New Albany,IN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_868,New Bern National Cemetery,discoverva_va_locator_facility_list,868,va_cemetery,35.1242297,,"New Bern, NC",,,New Bern,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_870,Port Hudson National Cemetery,discoverva_va_locator_facility_list,870,va_cemetery,30.6607949,,"Zachary, LA",,,Zachary,LA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_871,Puerto Rico National Cemetery,discoverva_va_locator_facility_list,871,va_cemetery,18.4093757,,"Bayamon, PR",,,Bayamon,PR,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_872,National Memorial Cemetery at Quantico,discoverva_va_locator_facility_list,872,va_cemetery,38.5524914,,"Triangle, VA",,,Triangle,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_873,Raleigh National Cemetery,discoverva_va_locator_facility_list,873,va_cemetery,35.7745939,,"Raleigh, NC",,,Raleigh,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_874,Richmond National Cemetery,discoverva_va_locator_facility_list,874,va_cemetery,37.5151461,,"Richmond, VA",,,Richmond,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_875,St. Augustine National Cemetery,discoverva_va_locator_facility_list,875,va_cemetery,29.8863527,,"St. Augustine, FL",,,St. Augustine,FL,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_876,Salisbury National Cemetery,discoverva_va_locator_facility_list,876,va_cemetery,35.6879709,,"Salisbury, NC",,,Salisbury,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_877,San Antonio National Cemetery,discoverva_va_locator_facility_list,877,va_cemetery,29.4212205,,"San Antonio, TX",,,San Antonio,TX,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_878,Seven Pines National Cemetery,discoverva_va_locator_facility_list,878,va_cemetery,37.5201698,,"Sandston, VA",,,Sandston,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_879,Springfield National Cemetery,discoverva_va_locator_facility_list,879,va_cemetery,37.1742681,,"Springfield, MO",,,Springfield,MO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_880,Staunton National Cemetery,discoverva_va_locator_facility_list,880,va_cemetery,38.1402567,,"Staunton, VA",,,Staunton,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_881,Wilmington National Cemetery,discoverva_va_locator_facility_list,881,va_cemetery,34.2375874,,"Wilmington, NC",,,Wilmington,NC,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_882,Winchester National Cemetery,discoverva_va_locator_facility_list,882,va_cemetery,39.1850791,,"Winchester, VA",,,Winchester,VA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_883,Zachary Taylor National Cemetery,discoverva_va_locator_facility_list,883,va_cemetery,38.276576,,"Louisville, KY",,,Louisville,KY,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_884,Black Hills National Cemetery,discoverva_va_locator_facility_list,884,va_cemetery,44.3705412,,"Sturgis, SD",,,Sturgis,SD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_885,Fort Bayard National Cemetery,discoverva_va_locator_facility_list,885,va_cemetery,32.798806,,"Fort Bayard, NM",,,Fort Bayard,NM,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_886,Fort Bliss National Cemetery,discoverva_va_locator_facility_list,886,va_cemetery,31.8260677,,"El Paso, TX",,,El Paso,TX,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_887,Fort Leavenworth National Cemetery,discoverva_va_locator_facility_list,887,va_cemetery,39.3516712,,"Fort Leavenworth, KS",,,Fort Leavenworth,KS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_888,Fort Logan National Cemetery,discoverva_va_locator_facility_list,888,va_cemetery,39.645574,,"Denver, CO",,,Denver,CO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_889,Fort Lyon National Cemetery,discoverva_va_locator_facility_list,889,va_cemetery,38.0834403,,"Las Animas, CO",,,Las Animas,CO,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_890,Fort McPherson National Cemetery,discoverva_va_locator_facility_list,890,va_cemetery,41.0247961,,"Maxwell, NE",,,Maxwell,NE,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_891,Fort Meade National Cemetery,discoverva_va_locator_facility_list,891,va_cemetery,44.4024957,,"Sturgis, SD",,,Sturgis,SD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_892,Fort Rosecrans National Cemetery,discoverva_va_locator_facility_list,892,va_cemetery,32.688767,,"San Diego, CA",,,San Diego,CA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_893,Fort Scott National Cemetery,discoverva_va_locator_facility_list,893,va_cemetery,37.8197453,,"Fort Scott, KS",,,Fort Scott,KS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_894,Fort Snelling National Cemetery,discoverva_va_locator_facility_list,894,va_cemetery,44.8646006,,"Minneapolis, MN",,,Minneapolis,MN,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_895,Golden Gate National Cemetery,discoverva_va_locator_facility_list,895,va_cemetery,37.6310949,,"San Bruno, CA",,,San Bruno,CA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_896,Hot Springs National Cemetery,discoverva_va_locator_facility_list,896,va_cemetery,43.4392508,,"Hot Springs, SD",,,Hot Springs,SD,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_897,Leavenworth National Cemetery,discoverva_va_locator_facility_list,897,va_cemetery,39.274382,,"Leavenworth, KS",,,Leavenworth,KS,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
nca_898,Los Angeles National Cemetery,discoverva_va_locator_facility_list,898,va_cemetery,34.0602046,,"Los Angeles, CA",,,Los Angeles,CA,,US,current_record,record_field,,https://discover.va.gov/va-locator-facility-list/
